1.935270409253027992e+03 0.000000000000000000e+00
1.941002053388090417e+03 5.731644135062424539e+00
1.941002053388090417e+03 -1.022400249177508158e+01
1.954999315537303119e+03 3.773259657437620262e+00
1.954999315537303119e+03 2.223194958541398591e+00
1.959002737850787071e+03 6.226617272025350758e+00
1.959002737850787071e+03 -9.508725287237211887e-01
1.965002053388090417e+03 5.048443008579624802e+00
1.965002053388090417e+03 6.859900142255810351e-01
1.970348509599733006e+03 6.032446225868170586e+00
1.970348509599733006e+03 1.679527058789972216e+00
1.972002737850787071e+03 3.333755309844036674e+00
1.972002737850787071e+03 1.826501788767018297e+00
1.973999315537303119e+03 3.823079475283066131e+00
1.973999315537303119e+03 1.392201922594495045e+00
1.978002737850787071e+03 5.395624236078447211e+00
1.978002737850787071e+03 1.026250340175465681e+00
1.982999315537303119e+03 6.022828026691513514e+00
1.982999315537303119e+03 5.344684996141495503e+00
1.985002053388090417e+03 7.347422846928793660e+00
1.985002053388090417e+03 -5.888182791579765762e-01
1.989002737850787071e+03 3.411866183538677433e+00
1.989002737850787071e+03 3.177345404209063418e+00
1.996002737850787071e+03 1.017734540420906342e+01
1.996002737850787071e+03 4.821258813992699288e+00
2.005002737850787071e+03 1.382125881399269929e+01
2.005002737850787071e+03 5.524347481861241249e+00
2.005427104722792592e+03 5.948714353866762394e+00
2.005427104722792592e+03 5.158032952164148810e+00
2.007117727583846772e+03 6.848655813218329058e+00
2.007117727583846772e+03 5.591485313738303375e+00
2.009002737850787071e+03 7.476495580678601982e+00
2.009002737850787071e+03 5.667841828989367059e+00
2.015761122518822731e+03 1.242622649702502713e+01
2.015761122518822731e+03 2.871590304056098830e+00
2.017032854209445532e+03 4.143321994678899500e+00
2.017032854209445532e+03 3.856687065626601907e+00
2.018076659822039801e+03 4.900492678220871312e+00
2.018076659822039801e+03 2.036560975264592344e+00
2.018364134154688600e+03 2.324035307913391080e+00
