2.009104639935905880e+03 0.000000000000000000e+00
2.013005475701574369e+03 3.900835765668489330e+00
2.013005475701574369e+03 3.362944628946934245e+00
2.013898015058179226e+03 4.255483985551791193e+00
2.013898015058179226e+03 3.479331790797004942e+00
2.013999315537303119e+03 3.580632269920897670e+00
2.013999315537303119e+03 2.510321361993419487e+00
2.014134154688569424e+03 2.645160513259725121e+00
2.014134154688569424e+03 2.417632218650624054e+00
2.016038329911019900e+03 4.321807441101100267e+00
2.016038329911019900e+03 3.688021863199310246e+00
2.016172484599589325e+03 3.822176551768734498e+00
2.016172484599589325e+03 2.018826174675268703e+00
2.016755646817248362e+03 2.601988392334305900e+00
2.016755646817248362e+03 1.799488262615341228e+00
2.017249144421629126e+03 2.292985866996104960e+00
2.017249144421629126e+03 1.769269070919335718e+00
2.017281998631074657e+03 1.802123280364867242e+00
2.017281998631074657e+03 1.231891028783365982e+00
2.018147843942505233e+03 2.097736340213941730e+00
2.018147843942505233e+03 1.512828574797595138e+00
2.018156057494866445e+03 1.521042127158807489e+00
2.018156057494866445e+03 1.209393652003882380e+00
2.018186173853524906e+03 1.239510010662343120e+00
2.018186173853524906e+03 2.300078621483407915e-01
2.018350444900753018e+03 3.942789093764531572e-01
2.018350444900753018e+03 2.900821165460456541e-01
2.018876112251882205e+03 8.157494676752321539e-01
