1.973503355065391816e+03 0.000000000000000000e+00
1.977002737850787071e+03 3.499382785395255269e+00
1.977002737850787071e+03 -1.790007062322501952e+00
1.980002737850787071e+03 1.209992937677498048e+00
1.980002737850787071e+03 -6.006404973902590427e-01
1.986999315537303119e+03 6.395937189125788791e+00
1.986999315537303119e+03 4.779501274512540476e+00
1.987002737850787071e+03 4.782923587996492643e+00
1.987002737850787071e+03 4.101039597768021849e+00
1.990752458106203903e+03 7.850759853184854364e+00
1.990752458106203903e+03 3.060025446525060033e+00
1.990999315537303119e+03 3.306882877624275352e+00
1.990999315537303119e+03 1.484027319685537805e+00
1.996345577018960284e+03 6.830288801342703664e+00
1.996345577018960284e+03 2.970949755057290531e+00
2.003180698151950764e+03 9.806070888047770495e+00
2.003180698151950764e+03 2.202602832547199796e+00
2.003425728571650325e+03 2.447633252246760094e+00
2.003425728571650325e+03 2.256641147917662238e+00
2.006835044490075234e+03 5.665957066342571125e+00
2.006835044490075234e+03 4.300547198938829752e+00
2.011262833675564707e+03 8.728336384428303063e+00
2.011262833675564707e+03 3.978919519606733957e+00
2.013002053388090417e+03 5.718139232132443794e+00
2.013002053388090417e+03 2.239410104599301121e+00
2.015265571526351778e+03 4.502928242860662067e+00
2.015265571526351778e+03 4.127161822781090450e+00
2.016210814510609225e+03 5.072404807038537911e+00
2.016210814510609225e+03 1.001631328425446554e+00
2.018101300479123893e+03 2.892117296940114102e+00
