1.911301950533215631e+03 0.000000000000000000e+00
1.918795473770840772e+03 7.493523237625140609e+00
1.918795473770840772e+03 -6.803075370298302005e+00
1.933980257030721305e+03 8.381707889582230564e+00
1.933980257030721305e+03 4.976042327641152951e+00
1.936002737850787071e+03 6.998523147706919190e+00
1.936002737850787071e+03 -1.576185332409977491e+00
1.942002737850787071e+03 4.423814667590022509e+00
1.942002737850787071e+03 3.709007214197072244e+00
1.943999315537303119e+03 5.705584900713120078e+00
1.943999315537303119e+03 2.857716488625101192e+00
1.947002737850787071e+03 5.861138802109053358e+00
1.947002737850787071e+03 4.933234072205550547e+00
1.957999315537303119e+03 1.592981175872159838e+01
1.957999315537303119e+03 -1.824867660080099085e+01
1.977002737850787071e+03 7.547457126829613117e-01
1.977002737850787071e+03 2.363169155992181913e-01
1.978215260809997972e+03 1.448839874810118999e+00
1.978215260809997972e+03 4.719045356835067651e-01
1.980343009301843722e+03 2.599653027529257088e+00
1.980343009301843722e+03 2.288356583651875553e+00
1.980955509924709077e+03 2.900857206517230225e+00
1.980955509924709077e+03 1.386586875888497161e+00
1.982999315537303119e+03 3.430392488482539193e+00
1.982999315537303119e+03 2.688407498617607416e+00
1.990065708418891063e+03 9.754800380205551846e+00
1.990065708418891063e+03 4.218851871158449285e+00
1.991002737850787071e+03 5.155881303054457021e+00
1.991002737850787071e+03 7.695685777664493799e-01
2.001002737850787071e+03 1.076956857776644938e+01
2.001002737850787071e+03 2.760112853108012132e+00
2.003673511293634419e+03 5.430886295955360765e+00
2.003673511293634419e+03 2.835940395626721511e+00
2.003982888432580467e+03 3.145317534572768636e+00
2.003982888432580467e+03 3.004455905938584692e+00
2.008503764544832393e+03 7.525332018190511008e+00
2.008503764544832393e+03 4.094516324616961356e+00
2.008993839835728977e+03 4.584591615513545548e+00
