1.932933269436345199e+03 0.000000000000000000e+00
1.941002053388090417e+03 8.068783951745217564e+00
1.941002053388090417e+03 -1.041483618419579216e+01
1.954999315537303119e+03 3.582425965016909686e+00
1.954999315537303119e+03 1.745053057820541653e+00
1.959002737850787071e+03 5.748475371304493819e+00
1.959002737850787071e+03 -1.973820712255246690e+00
1.965002053388090417e+03 4.025494825048099301e+00
1.965002053388090417e+03 6.599993642057597754e-01
1.970999315537303119e+03 6.657261513418461618e+00
1.970999315537303119e+03 2.292785813674072415e+00
1.972002737850787071e+03 3.296208127158024581e+00
1.972002737850787071e+03 2.141131386789766111e+00
1.973999315537303119e+03 4.137709073305813945e+00
1.973999315537303119e+03 2.260622438898735709e+00
2.018183436002737835e+03 4.644474290433345232e+01
2.018183436002737835e+03 2.198568670785107315e+00
2.018265571526351778e+03 2.280704194399049811e+00
